Close,Predicted_Close
17356.38728476894,15282.899404761696
17282.290372238098,15309.786856548155
17022.50616363053,15330.01101413228
16746.725304756616,15302.115193158668
16237.899781077593,15232.256002150132
15803.378966284883,15173.614489893112
15576.943333376405,15122.120232445837
15475.759323296867,15088.798145731324
15458.5287664218,15087.223693901637
15633.783944101002,15143.481575128142
16048.804990269373,15115.741097044644
16108.882077036063,15073.51431017201
16465.096721654063,15094.581382784265
16595.609456369766,15062.84720667522
16748.192751710467,15114.36034947733
16411.4576471531,15129.524105467115
16147.079849489339,15119.993382076857
15756.358117626307,15035.95686707562
15624.800883824293,14957.906920130006
15403.523384960985,14951.589843207908
15384.35462098049,14940.318443962888
15464.393040694313,14909.45660344023
15622.746825470114,14960.268083387233
15527.756253634754,14984.78235087696
15646.755593200547,15029.314205822608
15892.069443514602,15036.551025924773
16169.262583784777,15023.848085285888
16259.826906733511,15061.725053544476
16411.67463933737,15132.288119298311
16609.487686895525,15194.618421338211
16747.92794912519,15210.653371009425
16530.1075941835,15195.253213155236
16584.612793924793,15200.938833208469
16502.59754876726,15237.906223899334
16432.60507630797,15252.882938802439
16388.278226996918,15266.082281236097
16627.27359387228,15271.007657991675
16630.136771236987,15390.782018658221
16781.298591235656,15451.138719098333
16778.71860528927,15529.773704094961
16573.307194188816,15623.939019544769
16520.50666214937,15617.605600994599
16551.039871826313,15627.210422687622
16379.738344092992,15669.792323532118
16197.50819287939,15625.54897558857
16276.16375558947,15503.965749055944
16433.443618769514,15478.54986536752
16466.179838137123,15574.84871613533
16598.022103088108,15612.034437130833
16803.75348327297,15603.924806194877
17112.741321666108,15610.642790560509
17189.429253819755,15654.009959787743
17371.81203394818,15686.30426301532
17601.693778043344,15778.119652796333
17813.451257244345,15861.727824302356
17844.9921874,15955.377306179607
17806.82199772551,15982.432209663088
17564.529470999954,15955.566393110277
17423.865969574363,15923.636556855525
17273.89943878765,15920.471819520897
17014.92435013211,15908.237600369815
16834.481616839777,15807.695840458937
16806.612984000883,15723.766823727747
16724.963681422596,15716.506883189095
16517.32167596963,15684.53575012611
16365.530949595557,15652.125080863821
16107.7254042793,15639.464790547874
15874.32215299306,15558.072896236914
15802.88981730025,15403.019672102708
15928.854936454669,15389.925398263807
15975.34617900119,15429.472693490005
15998.525600098897,15447.82908387837
16130.754036192859,15505.511624310793
16069.87518557226,15566.68293056423
16141.873905043194,15564.383984207752
16252.134759295313,15567.763617616481
16561.527157664474,15551.980658529303
16787.105859278396,15564.776975788267
16815.66224351162,15658.161391101972
16603.367803983503,15666.80682530186
16538.149134157058,15651.304295203465
16045.329455631678,15646.131709242653
15551.445051339273,15587.786831612559
15355.458038157636,15559.558253824605
15204.579409577243,15443.854813464997
14956.865785010437,15400.800412886254
15126.867205959454,15410.811362512934
15028.86450448137,15365.443983356092
14831.812764591225,15315.014864699915
14860.341565104143,15306.048608528667
15137.24231906872,15339.976934543158
15397.732667903674,15444.286151366283
15901.210650015113,15431.606276516794
16439.412709672804,15406.763804470735
16746.385107108505,15457.055958299468
16861.938334546063,15470.135584398377
16735.50061645092,15518.31606460695
16548.01486877648,15492.688916587105
16182.394216014203,15544.919708761852
15694.762094043419,15500.233217868694
15073.527873862213,15399.946860709462
14801.410117417761,15309.848748682662
14707.589090804735,15235.329347992085
14720.827381278668,15213.701057248685
14835.062113098897,15224.799969647112
14983.454539628754,15341.292262515703
14908.528280465205,15308.239660624155
14709.94289156262,15266.841626071988
14402.790281491754,15191.552655183777
14104.819333165797,15116.423707624315
14120.797594599093,15072.118154271704
13981.59418591226,15010.955927831039
13851.701162684656,15007.855471615656
13840.873679198372,14898.0435782565
13938.810180500928,14811.961550553902
13872.912954167448,14710.473163486755
13975.067907059632,14685.703701211221
13924.433607044795,14646.69279620699
13531.291874248333,14646.546933757156
12573.153369609523,14604.494584050048
10997.208366201665,14383.594607920491
9260.198110644284,14038.906558067803
8259.15423203644,13687.319984611258
7942.878805239636,13446.859085080941
8115.421595679828,13304.39054529266
8733.698854600465,13215.075299839125
9102.689303621266,13140.467476578871
9164.707356147876,13024.169470993194
8901.072477319083,12927.54600434139
8392.05846598297,12836.413103089288
8358.776091400921,12735.7073989305
8542.580346871373,12637.753104417967
8522.82772920352,12572.416315606133
8577.746681925051,12496.393718868829
8830.620278384644,12413.38737839405
8931.52293489354,12358.833012677953
9389.458550859725,12322.13925135112
9713.661504228994,12296.880263661933
9667.988574638772,12266.877861398207
9799.075968154524,12197.599219572214
9545.44933999038,12141.849722518713
9112.293913233703,12054.14177132707
8666.559444753268,11971.81051293051
8600.737613482625,11873.706906890684
8122.163026986051,11799.091500133423
7857.275851773971,11689.455656059085
7861.8050794437395,11588.887932006654
7928.360635603588,11478.994448430018
8076.8376520835545,11398.039697976985
8806.08282534904,11332.29791374462
9503.805456350387,11291.856427498307
10094.693116664135,11279.763469427358
10827.892857857792,11254.640028286656
11404.217294905935,11287.045058190697
11738.86156156,11320.776498600375
12013.504137451737,11346.38439387835
12025.23636357506,11382.207394384965
12110.914711162057,11366.818645700236
12234.706242193726,11380.291819673863
12327.615171013073,11395.03569144805
12454.926369505125,11439.014971408116
12684.524922182012,11441.158148264409
13011.61863757779,11484.008211663253
13417.158280539075,11486.225981223706
13786.716033203325,11547.848636487332
14129.731004744144,11591.862906381453
14704.915320020928,11620.998173498214
14955.96288210403,11661.051020531599
14971.817936190457,11708.904632285548
15165.497122109085,11731.969884477277
15482.526500475788,11777.374252328813
15565.437293383093,11826.987764574644
15666.772094529844,11858.50938315732
15899.130846729762,11879.13205232296
15806.598893224605,11908.268284240972
15656.012650949799,11944.07659551797
15500.323442070505,11972.406650690584
15109.254156461235,11972.353028753545
14483.058564913916,11975.884855639399
14250.059873603699,11942.832482060754
13997.063069797217,11934.023086933727
14029.959274177794,11934.52813636483
14297.990980325261,11965.977127663095
