Date,Open,High,Low,Close,Volume,Adj Close,Positive,Negative,Neutral,Bullishness,MessageVolume,Agreement,Window,Bullishness_penalty,SMA,RSI,MACD,MACD_signal,MACD_hist
2008-08-14,11532.070312,11718.280273,11450.889648,11661.6058594,159790000,11615.929688,0.1425311176478862,0.2185411496087908,0.6389277306199074,-0.0506842020612085,-2.12341566777699e-09,-0.0373090340502706,1,-0.07312184696511968,11405.057975333335,49.3965599302031,-161.34594523312626,-141.446209658045,-19.89973557508125
2008-08-15,11611.209961,11709.889648,11599.730469,11646.7218752,215040000,11659.900391,0.1323193384706973,0.225129541195929,0.6425511220097542,-0.061893219109786,1.6763803664492101e-09,-0.0453756274993435,1,-0.08929304027434229,11405.057975333335,49.3965599302031,-161.34594523312626,-141.446209658045,-19.89973557508125
2008-08-18,11659.650391,11690.429688,11434.120117,11586.129883,156290000,11479.389648,0.0845981315895914,0.1869742035493254,0.728427663743496,-0.0682772267550649,-1.1175872455942983e-09,-0.0499409850435157,1,-0.09850321644518338,11405.057975333335,49.3965599302031,-161.34594523312626,-141.446209658045,-19.89973557508125
2008-08-19,11478.089844,11478.169922,11318.5,11527.3458986,171580000,11348.549805,0.0967159754782914,0.3836421056091785,0.5196419222652913,-0.1918705594550611,3.352761174177377e-09,-0.134427665904218,1,-0.2768107046184077,11405.057975333335,49.3965599302031,-161.34594523312626,-141.446209658045,-19.89973557508125
2008-08-20,11345.94043,11454.150391,11290.580078,11504.239844,144880000,11417.429688,0.1467746296525001,0.2273705907724797,0.6258547687530518,-0.0537435731562997,-1.0821968491052557e-08,-0.0395171773434945,1,-0.07753558647224679,11405.057975333335,49.3965599302031,-161.34594523312626,-141.446209658045,-19.89973557508125
2008-08-21,11415.230469,11476.209961,11315.570312,11467.0958986,130020000,11430.209961,0.1000174053013324,0.2957428742945194,0.6042397168278694,-0.1306692547573596,-3.5762788350268704e-09,-0.093492327221895,1,-0.1885158858350993,11405.057975333335,49.3965599302031,-161.34594523312626,-141.446209658045,-19.89973557508125
2008-08-22,11426.790039,11632.129883,11426.790039,11460.7277344,138790000,11628.05957,0.1545571330934762,0.2702528236061334,0.5751900412142277,-0.0771687326735096,-2.086162689218796e-09,-0.0562649718484549,1,-0.11133094793975842,11405.057975333335,49.3965599302031,-161.34594523312626,-141.446209658045,-19.89973557508125
2008-08-25,11626.19043,11626.269531,11362.629883,11442.0998048,148610000,11386.25,0.0879114980250596,0.2484037452936172,0.6636847758293152,-0.1070970785871165,1.9147991897480735e-08,-0.0772614558200126,1,-0.15450842417132857,11405.057975333335,49.3965599302031,-161.34594523312626,-141.446209658045,-19.89973557508125
2008-08-26,11383.55957,11436.240234,11340.410156,11454.9638672,119800000,11412.870117,0.1356129755824803,0.2929496187716722,0.5714374044537545,-0.1049874234163906,-1.1920930916176076e-09,-0.0757958186276575,1,-0.15146483511853656,11405.057975333335,49.3965599302031,-161.34594523312626,-141.446209658045,-19.89973557508125
2008-08-27,11412.459961,11554.459961,11381.769531,11471.9798828,120580000,11502.509766,0.109365434795618,0.2255665921419858,0.6650679647922516,-0.0775062148481356,-8.270144603364505e-09,-0.056504215943963,1,-0.11181783179947977,11405.057975333335,49.3965599302031,-161.34594523312626,-141.446209658045,-19.89973557508125
2008-08-28,11499.870117,11715.179688,11499.790039,11528.9738282,149150000,11715.179688,0.155558522393306,0.2566420411070188,0.5877994317313036,-0.0674145326616482,-4.768371597840825e-09,-0.0493252685396061,3,-0.048629305977403454,11405.057975333335,49.3965599302031,-161.34594523312626,-141.446209658045,-19.89973557508125
2008-08-29,11713.230469,11713.230469,11543.389648,11512.1539064,166910000,11543.959961,0.151789391376078,0.2726590343564748,0.5755515691637992,-0.0806234056639617,-5.103647961724607e-09,-0.0587113126803136,1,-0.11631498753097672,11405.057975333335,44.25166883946166,-161.34594523312626,-141.446209658045,-19.89973557508125
2008-09-02,11545.629883,11790.169922,11471.900391,11538.287890800002,177090000,11516.919922,0.2138813810423016,0.2946865272894501,0.4914320942759513,-0.0538831306537397,2.6077029390697567e-09,-0.0396177884378627,1,-0.07773692538172236,11405.057975333335,43.48143682763833,-161.34594523312626,-141.446209658045,-19.89973557508125
2008-09-03,11506.009766,11554.379883,11416.530273,11562.289843999999,174250000,11532.879883,0.2669780308753252,0.1553879128023981,0.5776340681314468,0.0744277503824686,1.1809170016523904e-08,0.0574450237546567,1,0.1073765463813091,11405.057975333335,44.09989978496028,-161.34594523312626,-141.446209658045,-19.89973557508125
2008-09-04,11532.480469,11532.480469,11176.019531,11499.4339846,229200000,11188.230469,0.1895848366742332,0.2228116307330007,0.5876035392284393,-0.0221521018109201,6.635673322119204e-09,-0.016477640599283,1,-0.031958727427881854,11405.057975333335,35.153939214777374,-161.34594523312626,-141.446209658045,-19.89973557508125
2008-09-05,11185.629883,11245.150391,11037.849609,11400.5900392,198300000,11220.959961,0.1573612387287947,0.2399276130554369,0.6027111480583748,-0.0550581539477929,-1.573936536782357e-10,-0.0404644993173182,15,-0.01985803141524548,11405.057975333335,36.471897499432195,-161.34594523312626,-141.446209658045,-19.89973557508125
2008-09-08,11224.870117,11570.660156,11224.790039,11393.946093800001,273000000,11510.740234,0.13036170899868,0.2709730671718716,0.5986652326583862,-0.0938096403647615,8.828937764098629e-09,-0.0679940809441514,1,-0.13533870294181854,11405.057975333335,46.78454316744199,-161.34594523312626,-141.446209658045,-19.89973557508125
2008-09-09,11514.730469,11577.5,11230.730469,11336.7082032,257300000,11230.730469,0.0908481504023074,0.2885251428186893,0.6206267112493515,-0.1319758873355448,4.470348081708765e-09,-0.0943842979194726,1,-0.19040095817591104,11405.057975333335,40.023571768087336,-161.34594523312626,-141.446209658045,-19.89973557508125
2008-09-10,11233.910156,11380.629883,11215.259766,11283.916211,214260000,11268.919922,0.0948626953363418,0.2322455062717199,0.6728917852044105,-0.0916526456139089,-1.3187527823446678e-08,-0.0664815107385208,1,-0.13222681731153998,11405.057975333335,41.27015281790745,-161.34594523312626,-141.446209658045,-19.89973557508125
2008-09-11,11264.44043,11445.679688,11098.669922,11333.0121094,247820000,11433.709961,0.1591082925349473,0.2465002714097499,0.5943914380669594,-0.0582778077012981,2.0116566170375055e-09,-0.0427808871949082,1,-0.0840771041645434,11405.057975333335,46.44298606791641,-161.34594523312626,-141.446209658045,-19.89973557508125
2008-09-12,11429.320312,11459.929688,11280.400391,11373.218164,238890000,11421.990234,0.0898774649947881,0.3521652226895094,0.5579573132097722,-0.1753060917944627,8.940697067583157e-10,-0.1235158020518527,1,-0.2529132292694967,11405.057975333335,46.13178499225607,-161.34594523312626,-141.446209658045,-19.89973557508125
2008-09-15,11416.370117,11416.450195,10917.509766,11254.572070400001,432970000,10917.509766,0.1465219068527221,0.2481785627827047,0.6052995343506337,-0.0677970607007064,3.986060362719952e-09,-0.0495983305649705,1,-0.09781048325975716,11405.057975333335,35.198385015402906,-161.34594523312626,-141.446209658045,-19.89973557508125
2008-09-16,10905.620117,11093.219727,10742.700195,11220.2298828,494760000,11059.019531,0.1616383585333823,0.2883047818392514,0.5500568636506796,-0.0844945156988043,4.023313230028248e-09,-0.061445440329483,1,-0.12189981878097964,11405.057975333335,39.527876902643,-161.34594523312626,-141.446209658045,-19.89973557508125
2008-09-17,11056.580078,11057.30957,10595.900391,11088.3779296,463200000,10609.660156,0.1075775180757045,0.354015942364931,0.5384065276384353,-0.1646633344691921,-1.1920929203768086e-08,-0.1164400688021733,1,-0.23755897605494417,11405.057975333335,32.176316824570314,-161.34594523312626,-141.446209658045,-19.89973557508125
2008-09-18,10609.009766,11076.44043,10459.44043,11005.5740234,488060000,11019.69043,0.219838769994676,0.2964808832108974,0.4836803419888019,-0.0511058625516979,-4.805624798543546e-09,-0.0376136629712113,1,-0.07373017446368754,11405.057975333335,42.65646216767981,-161.34594523312626,-141.446209658045,-19.89973557508125
2008-09-19,11027.509766,11483.049805,11026.700195,10998.864062600001,655110000,11388.44043,0.0800403150916099,0.3475028644502163,0.5724568262696266,-0.1787830579368358,5.811452635551274e-09,-0.1258163916928285,1,-0.25792943108043725,11405.057975333335,50.121023001632224,-161.34594523312626,-141.446209658045,-19.89973557508125
2008-09-22,11394.419922,11394.580078,10992.200195,11018.5001954,213210000,11015.69043,0.1299005780617395,0.3022765802964568,0.567822843939066,-0.1150440523124685,2.2972623776854203e-09,-0.0827631328405693,3,-0.0829867418774844,11381.103645933335,43.900090359265974,-161.34594523312626,-141.446209658045,-19.89973557508125
2008-09-23,11015.69043,11143.209961,10833.94043,10977.530273600001,204480000,10854.169922,0.1058775839209556,0.2552865560352801,0.6388358488678932,-0.0996884567188229,-1.1175871179880396e-08,-0.0721049266672082,1,-0.14382004214211985,11350.164323033334,41.49659787866503,-161.34594523312626,-141.446209658045,-19.89973557508125
2008-09-24,10850.019531,10928.400391,10753.570312,11020.6322268,183630000,10825.169922,0.0817234847694635,0.3528430441394448,0.5654334688931704,-0.1812408692648726,-2.1979214028529375e-09,-0.1274393819473758,1,-0.26147530329483665,11322.9209962,41.06191596247653,-161.34594523312626,-141.446209658045,-19.89973557508125
2008-09-25,10827.169922,11129.19043,10827.009766,11021.1060548,218530000,11022.05957,0.1461979481205343,0.27593813739717,0.5778639188408852,-0.0865474423013285,4.358589479829672e-09,-0.0628923692976404,1,-0.12486156580975033,11305.890983166666,45.25481653637905,-161.34594523312626,-141.446209658045,-19.89973557508125
2008-09-26,11019.040039,11168.05957,10868.820312,10972.043945399999,232560000,11143.129883,0.1505124761909246,0.2539016625285148,0.5955858628451824,-0.0689534315650076,1.5646217642578674e-09,-0.0504233366485271,1,-0.09947877377111299,11290.130989666666,47.71785619004067,-144.14639148713468,-141.98624602386295,-2.160145463271732
2008-09-29,11139.620117,11139.94043,10365.450195,10841.9958984,385940000,10365.450195,0.1377150145173072,0.2962326974421739,0.5660522992908955,-0.1057769708228278,1.1250376567015221e-08,-0.0763445921922416,1,-0.15260391124635025,11246.982649799998,36.3918380374657,-191.0653898287419,-151.80207478483874,-39.26331504390316
2008-09-30,10371.580078,10868.900391,10371.419922,10841.2939452,319770000,10850.660156,0.15174953682969,0.285208913013339,0.5630415616929533,-0.0890316807090127,1.1535982325024504e-08,-0.0646404907968061,3,-0.0642227821204511,11226.025000066666,45.1408505004537,-186.94169773935937,-158.82999937574286,-28.11169836361651
2008-10-01,10847.400391,10882.519531,10631.950195,10842.4740232,256670000,10831.070312,0.122876002639532,0.3228811728954315,0.5542428287863731,-0.1335348546569331,4.321336612533867e-09,-0.0954474745014521,1,-0.19265007259938588,11208.775683633332,44.87249385857194,-183.14321772928088,-163.69264304645046,-19.45057468283042
2008-10-02,10825.540039,10825.540039,10439.519531,10734.632031,395330000,10482.849609,0.1380011264979838,0.2262945893531044,0.635704292456309,-0.0588793126152973,8.307397402117915e-09,-0.0432130473310001,3,-0.0424724461605202,11177.623014333332,40.287666202570215,-205.85838812902875,-172.12579206296613,-33.73259606606263
2008-10-03,10483.959961,10796.259766,10310.25,10571.082031000002,299690000,10325.379883,0.1120869111269712,0.1882844520360231,0.6996286255121231,-0.0508092886797947,-1.132488265138676e-08,-0.0373994128453996,1,-0.07330230880943557,11140.795345066665,38.37802156301613,-233.87089706183178,-184.47481306273926,-49.396083999092525
2008-10-06,10322.519531,10322.759766,9525.320312,10489.091992000001,391460000,9955.5,0.1494851834326982,0.3117506029456853,0.5387642037123441,-0.1082826250850974,-9.90927245172746e-09,-0.0780841438036825,1,-0.15621880622470888,11085.043359399999,34.26906942575504,-282.6589115697352,-204.11163276413845,-78.54727880559676
2008-10-07,9955.419922,10124.030273,9436.669922,10208.382031199999,362520000,9447.110352,0.1448490475863218,0.2722288908064365,0.5829220452904701,-0.0849709837471391,-1.6316771733640438e-08,-0.0617814489331327,1,-0.1225872168714543,11020.40537113333,29.581111932190417,-358.2172548386643,-234.93275717904362,-123.28449765962068
2008-10-08,9437.230469,9628.070312,9194.780273,9893.7878906,479270000,9258.099609,0.1360752303153276,0.2194421265274286,0.644482645764947,-0.0555922436441274,2.6077031611143604e-09,-0.0408491225891987,1,-0.0802026542172736,10948.57968753333,28.04503886659353,-428.41091917940867,-273.62838957911663,-154.78252960029204
2008-10-09,9261.69043,9448.139648,8579.19043,9513.0560548,436740000,8579.19043,0.1275657058507203,0.2469325618445872,0.6255017238855362,-0.0796199390256277,-8.419156407504794e-09,-0.0580013501876237,1,-0.11486729118815472,10851.135709666667,23.354004511338967,-532.681776811849,-325.4390670256631,-207.24270978618586
2008-10-10,8568.669922,8901.280273,7882.509766,9138.218164200001,674920000,8451.19043,0.0928639243915676,0.3690722449123859,0.5380638244748116,-0.184661844856053,-6.221234879955767e-09,-0.1296939064362412,1,-0.2664107278152348,10742.336067733333,22.586904045012353,-618.5158473009487,-384.05442308072026,-234.46142422022848
2008-10-13,8462.419922,9427.990234,8462.179688,9024.640234600001,399290000,9387.610352,0.2807705200091004,0.2133746317774057,0.5058548600971698,0.0449381529325331,1.1883675750556242e-08,0.0342856982682631,1,0.06483205038247533,10670.457747433333,38.50164996180394,-604.0159845639082,-428.04673537735783,-175.96924918655037
2008-10-14,9388.969727,9794.370117,9085.429688,8997.416211,412740000,9310.990234,0.1001917592063545,0.2759686506167054,0.6238395854830742,-0.1173189718364554,-4.6938659735956694e-09,-0.0843324638852347,1,-0.16925549887064617,10596.926757833335,37.8165963409486,-591.8844663674918,-460.8142815753846,-131.07018479210717
2008-10-15,9301.910156,9308.759766,8530.120117,8861.378320400001,374350000,8577.910156,0.1590728382766246,0.2068007820099592,0.6341263790428638,-0.0318213140688182,-6.705523916156197e-10,-0.0235858262819677,1,-0.04590845200165422,10498.427766933335,31.957720402806533,-634.1139159814975,-495.4742084566072,-138.6397075248903
2008-10-16,8577.040039,9013.269531,8197.669922,8941.3921876,422450000,8979.259766,0.1363607908040284,0.2197316193828979,0.6439075861126186,-0.0555948673650437,-3.700455060336943e-09,-0.0408510118587479,3,-0.04010321972321411,10424.795410166667,37.65286165509638,-627.9568045852739,-521.9707276823406,-105.98607690293329
2008-10-17,8975.349609,9281.120117,8718.25,9021.598047,360600000,8852.219727,0.2078889046609401,0.2605473148450255,0.5315637757629156,-0.0351092128678361,-4.731118841228705e-09,-0.0259914280505557,1,-0.05065188729394213,10345.837402366666,36.608361771564226,-626.110902134269,-542.7987625727262,-83.31213956154284
2008-10-20,8852.299805,9266.629883,8852.219727,8997.161914200002,241400000,9265.429688,0.1190849955379962,0.2575798507034778,0.6233351519703865,-0.0923955787482258,-1.7881395269370163e-09,-0.067002743863918,1,-0.13329864326013108,10270.9937175,42.22251059600573,-584.566897317849,-551.1523895217508,-33.41450779609818
2008-10-21,9262.799805,9284.549805,9004.269531,8941.695898599999,231160000,9033.660156,0.0966380748152732,0.2565446700900792,0.6468172460794449,-0.1067055284058592,-9.015202736109564e-09,-0.076989599168161,1,-0.15394353666656949,10197.758040399998,40.07846849852675,-563.8451821674589,-553.6909480508924,-10.1542341165665
2008-10-22,9027.839844,9027.839844,8335.299805,8929.9558596,348840000,8519.209961,0.1335253508761524,0.3531519692018628,0.5133226758986712,-0.1466801673499423,-4.0233135792822075e-09,-0.1043670672422902,1,-0.211614750032525,10106.1010417,35.74018679977599,-582.2233960277808,-559.3974376462701,-22.82595838151076
