Close,Predicted_Close
17356.38728476894,15435.349
17282.290372238098,15530.411
17022.50616363053,15622.076
16746.725304756616,15707.178
16237.899781077593,15782.203
15803.378966284883,15843.488
15576.943333376405,15887.385
15475.759323296867,15910.723
15458.5287664218,15911.616
15633.783944101002,15890.405
16048.804990269373,15850.232
16108.882077036063,15796.905
16465.096721654063,15738.023
16595.609456369766,15681.402
16748.192751710467,15633.554
16411.4576471531,15598.961
16147.079849489339,15579.849
15756.358117626307,15575.964
15624.800883824293,15584.416
15403.523384960985,15600.163
15384.35462098049,15617.31
15464.393040694313,15630.524
15622.746825470114,15635.981
15527.756253634754,15631.761
15646.755593200547,15617.928
15892.069443514602,15596.449
16169.262583784777,15570.871
16259.826906733511,15545.724
16411.67463933737,15525.69
16609.487686895525,15514.724
16747.92794912519,15515.424
16530.1075941835,15528.881
16584.612793924793,15554.63
16502.59754876726,15590.536
16432.60507630797,15632.877
16388.278226996918,15676.953
16627.27359387228,15718.151
16630.136771236987,15753.071
16781.298591235656,15780.214
16778.71860528927,15800.011
16573.307194188816,15814.257
16520.50666214937,15825.086
16551.039871826313,15833.958
16379.738344092992,15841.349
16197.50819287939,15847.136
16276.16375558947,15851.108
16433.443618769514,15853.192
16466.179838137123,15853.599
16598.022103088108,15853.063
16803.75348327297,15852.967
17112.741321666108,15855.084
17189.429253819755,15861.13
17371.81203394818,15872.442
17601.693778043344,15890.014
17813.451257244345,15914.706
17844.9921874,15947.363
17806.82199772551,15988.616
17564.529470999954,16038.479
17423.865969574363,16095.75
17273.89943878765,16157.519
17014.92435013211,16219.299
16834.481616839777,16275.753
16806.612984000883,16321.694
16724.963681422596,16353.081
16517.32167596963,16367.804
16365.530949595557,16366.056
16107.7254042793,16349.997
15874.32215299306,16322.835
15802.88981730025,16287.676
15928.854936454669,16246.844
15975.34617900119,16202.079
15998.525600098897,16155.219
16130.754036192859,16108.477
16069.87518557226,16064.11
16141.873905043194,16023.871
16252.134759295313,15988.873
16561.527157664474,15959.647
16787.105859278396,15936.4
16815.66224351162,15919.428
16603.367803983503,15909.316
16538.149134157058,15906.64
16045.329455631678,15911.185
15551.445051339273,15921.101
15355.458038157636,15932.472
15204.579409577243,15939.845
14956.865785010437,15937.689
15126.867205959454,15921.978
15028.86450448137,15891.103
14831.812764591225,15845.773
14860.341565104143,15788.207
15137.24231906872,15721.269
15397.732667903674,15648.228
15901.210650015113,15573.276
16439.412709672804,15502.151
16746.385107108505,15441.983
16861.938334546063,15400.042
16735.50061645092,15381.938
16548.01486877648,15390.029
16182.394216014203,15422.496
15694.762094043419,15473.3955
15073.527873862213,15533.568
14801.410117417761,15592.056
14707.589090804735,15637.819
14720.827381278668,15661.788
14835.062113098897,15658.8125
14983.454539628754,15628.752
14908.528280465205,15576.074
14709.94289156262,15508.119
14402.790281491754,15432.741
14104.819333165797,15356.282
14120.797594599093,15282.396
13981.59418591226,15212.101
13851.701162684656,15144.722
13840.873679198372,15078.969
13938.810180500928,15013.607
13872.912954167448,14947.832
13975.067907059632,14881.551
13924.433607044795,14815.621
13531.291874248333,14751.754
12573.153369609523,14691.691
10997.208366201665,14635.501
9260.198110644284,14579.3125
8259.15423203644,14513.799
7942.878805239636,14425.037
8115.421595679828,14298.398
8733.698854600465,14124.189
9102.689303621266,13902.148
9164.707356147876,13642.193
8901.072477319083,13361.21
8392.05846598297,13078.001
8358.776091400921,12808.761
8542.580346871373,12564.415
8522.82772920352,12350.199
8577.746681925051,12166.757
8830.620278384644,12011.839
8931.52293489354,11881.926
9389.458550859725,11773.471
9713.661504228994,11683.753
9667.988574638772,11611.301
9799.075968154524,11555.225
9545.44933999038,11513.949
9112.293913233703,11484.341
8666.559444753268,11461.763
8600.737613482625,11440.798
8122.163026986051,11416.189
7857.275851773971,11383.508
7861.8050794437395,11339.41
7928.360635603588,11281.78
8076.8376520835545,11210.135
8806.08282534904,11126.055
9503.805456350387,11033.533
10094.693116664135,10939.037
10827.892857857792,10851.081
11404.217294905935,10779.21
11738.86156156,10732.613
12013.504137451737,10718.722
12025.23636357506,10742.055
12110.914711162057,10803.316
12234.706242193726,10899.018
12327.615171013073,11022.009
12454.926369505125,11162.975
12684.524922182012,11312.408
13011.61863757779,11462.32
13417.158280539075,11607.163
13786.716033203325,11744.099
14129.731004744144,11872.921
14704.915320020928,11995.656
14955.96288210403,12115.813
14971.817936190457,12237.501
15165.497122109085,12364.461
15482.526500475788,12499.214
15565.437293383093,12642.77
15666.772094529844,12794.883
15899.130846729762,12954.43
15806.598893224605,13119.631
15656.012650949799,13287.894
15500.323442070505,13455.558
15109.254156461235,13617.955
14483.058564913916,13769.824
14250.059873603699,13905.642
13997.063069797217,14019.884
14029.959274177794,14107.668
14297.990980325261,14166.084
14842.726676816761,14195.819
15134.28719565577,14202.022
15438.105867268843,14193.72
15509.878401551272,14181.885
15585.803187247773,14177.003
15487.98805450296,14187.051
15578.063227525554,14216.278
15500.378608569616,14264.989
15184.290750506083,14330.242
15216.52862600182,14406.781
15226.499179135044,14488.005
14924.8835181542,14567.104
14701.386457673267,14638.282
14792.789322142014,14697.487
14244.429141559334,14742.514
13903.58959693041,14772.523
13863.019633944697,14787.1875
14104.791750387009,14786.151
14030.496236387977,14769.418
13901.8279239403,14738.373
13791.782222141757,14695.889
13690.436388260097,14645.216
13552.522052681132,14588.871
13605.557964796348,14528.606
13981.901283472582,14466.369
14423.814503299756,14405.272
14599.501824675335,14349.81
14432.306575802708,14305.261
14052.656902389026,14276.459
13704.662171590577,14266.039
12937.821468392198,14272.837
11911.78132825589,14291.269
10896.27720516559,14311.774
10189.789424054103,14322.098
9584.919635507635,14309.129
8873.978021789198,14261.209
8746.825889386275,14170.393
8409.413148187195,14033.926
8049.233820888396,13854.326
7343.582742507749,13638.099
7090.567550809742,13393.691
6821.725806727942,13129.6
6724.880697871937,12853.521
6867.248866057863,12572.617
7034.575597299274,12294.137
7210.602195516081,12025.583
7561.592504971858,11774.105
8092.572258419123,11545.457
8079.682440615226,11343.49
8448.946887108572,11170.317
8775.598345938442,11026.608
8529.54985275288,10911.785
8132.105997340488,10824.109
8001.083885076446,10760.453
7603.837712208426,10715.909
6891.67138771005,10683.8
6674.057910199998,10656.187
6833.514119215743,10624.775
7247.265400033098,10582.4
7716.7916459427415,10525.016
8405.806133063723,10453.407
9014.800589303928,10373.378
9236.405414291285,10294.219
9265.74333381472,10226.21
9533.002697676231,10178.023
9766.481344025298,10154.941
9668.412442371648,10158.402
10076.373925055497,10186.556
10466.474105699737,10235.305
10698.663678940966,10299.606
11044.012222675952,10374.762
11568.861980341624,10457.396
11662.090879186875,10545.886
11757.221208413011,10640.117
11805.45573417507,10740.6875
11999.918294173074,10847.948
12146.02495890975,10961.409
12416.645845890895,11079.811
12723.016920671549,11201.648
13180.93414686319,11325.696
13547.176349902711,11451.282
13918.830456837719,11578.057
14230.512293636826,11705.826
14397.00140228208,11834.77
14429.239278719324,11965.688
14366.242008358135,12099.776
14374.941876275037,12237.991
14501.190186847754,12380.473
14673.017642173292,12526.493
14933.837154979912,12674.842
15123.65647484854,12824.261
15095.609467222117,12973.642
15095.035728287396,13121.783
14960.276957320211,13266.898
14757.107174248715,13406.32
14587.078169579354,13536.685
14698.11136517594,13654.589
14879.098415835053,13757.521
15241.083549888157,13844.886
15542.840807048935,13918.749
15964.406522786,13983.777
16277.320427404708,14046.236
16454.317049510322,14112.537
16507.12677549552,14187.969
16607.20008537168,14275.81
16581.85443224937,14376.734
16522.275689354552,14488.685
16470.75687526638,14607.374
16327.871975317044,14727.427
16111.219326808521,14843.51
16030.173185674486,14950.83
15804.763663019285,15045.31
15437.296748258317,15123.789
15277.192324168822,15184.296
15246.112959277476,15226.168
15071.696323118258,15250.071
15238.759170698235,15257.945
15295.117987594816,15252.958
15351.410603374336,15239.337
15158.10655492225,15221.735
15162.626588646273,15204.185
14787.553955186391,15189.082
14613.843459254527,15176.775
14345.416388959839,15165.858
14313.04611217148,15153.897
14108.000643650286,15138.183
14273.774417180886,15116.4375
14579.665536922701,15087.588
14949.57819754826,15052.608
15300.088552906715,15015.016
15577.14929094272,14980.42
15655.878409926496,14954.939
15643.686457328007,14943.168
15623.699379449718,14946.8
15668.053812481103,14964.434
15810.29877332014,14992.527
16013.084224979322,15026.937
16151.138317007528,15064.358
16206.009458386556,15103.122
16029.145237573573,15143.025
15781.093254147809,15184.297
15437.550517167136,15226.287
15200.202810822286,15266.64
15021.144773322867,15301.42
15089.300177729196,15325.913
15235.151235709414,15335.906
15367.585628428194,15329.214
15629.300688984593,15306.806
15370.93795571903,15273.033
14745.176345715665,15234.357
14349.72862350383,15196.583
14268.61628219422,15162.188
14192.277742575934,15129.619
14708.813802526181,15095.107
