Date,Positive,Negative,Neutral
2008-06-08,0.06740430332720275,0.3721238087117672,0.5604718919098377
2008-06-09,0.0791630673408508,0.3446969570219517,0.5761399824917316
2008-06-10,0.08872472222894424,0.23656600326299665,0.6747092761099338
2008-06-11,0.19524008788168426,0.15059388823807235,0.6541660171747208
2008-06-12,0.138262086585164,0.2984267115592956,0.5633112108707428
2008-06-13,0.0776514128968119,0.39802479185163975,0.5243237859010696
2008-06-14,0.1557084902748465,0.3752305245026946,0.4690609805285931
2008-06-15,0.1325907004624605,0.18694692730903625,0.680462366938591
2008-06-16,0.09072462156414982,0.24554543126374478,0.6637299428880215
2008-06-17,0.20746032536029813,0.2754228226467967,0.5171168592572212
2008-06-18,0.08919637273997064,0.20884115070104595,0.7019624808430671
2008-06-19,0.1519740444794297,0.2963075942918658,0.551718351840973
2008-06-20,0.16411064364016054,0.2655300889164209,0.570359260737896
2008-06-21,0.09217616159468883,0.3759262365102768,0.531897598952055
2008-06-22,0.06165832888334985,0.386715372428298,0.551626310646534
2008-06-23,0.121774358600378,0.29722975332289936,0.5809958986938
2008-06-24,0.09208347100764508,0.2965617226809263,0.6113547977805137
2008-06-25,0.11867062538862225,0.20038258180022236,0.680946784466505
2008-06-26,0.16662013150751587,0.29079206775873895,0.5425877925753594
2008-06-27,0.10275625865906472,0.4087491534277797,0.4884945856034756
2008-06-28,0.07490318752825256,0.277542777992785,0.6475540421903133
2008-06-29,0.05589281868189568,0.3922421506047249,0.5518650295585394
2008-06-30,0.21398823522031304,0.2093941208720207,0.576617651283741
2008-07-01,0.14143858067691323,0.19365908958017822,0.6649023228883744
2008-07-02,0.13930081944912667,0.22205824777483937,0.6386409397423267
2008-07-03,0.18367061290889974,0.25198561318218704,0.5643437784910202
2008-07-04,0.1433870261162519,0.26565283939242357,0.5909601193666458
2008-07-05,0.14025436587631698,0.21938074674457309,0.6403648717701436
2008-07-06,0.1209724900871515,0.2910625589638948,0.5879649577289819
2008-07-07,0.09738654822111124,0.35647460803389547,0.5461388353258372
2008-07-08,0.14925425071269272,0.2392040807008743,0.6115416732430458
2008-07-09,0.051153998002409884,0.32399540051817893,0.6248505991697312
2008-07-10,0.06552662592381235,0.21349353823810813,0.7209798336029053
2008-07-11,0.17422951400279996,0.23166316479444501,0.5941073203086853
2008-07-12,0.07693164948374029,0.2919471425935626,0.6311212070286274
2008-07-13,0.09450797550380224,0.33659996893256905,0.5688920550793409
2008-07-14,0.11919808685779568,0.3565240333229303,0.5242778709530831
2008-07-15,0.09277135875076052,0.26618696779012674,0.6410416835546493
2008-07-16,0.13683538608253,0.1922026842832565,0.6709619185328484
2008-07-17,0.20408728841692206,0.28559401165693993,0.510318694934249
2008-07-18,0.098964952789247,0.3233586629480123,0.5776763764023781
2008-07-19,0.11505028374493116,0.40987875521183015,0.475070957839489
2008-07-20,0.13827747497707601,0.38757620226591816,0.47414631336927415
2008-07-21,0.10897598259150977,0.3453483033552766,0.5456757301092148
2008-07-22,0.1423508828505873,0.23048957556486127,0.627159531712532
2008-07-23,0.1859639513492584,0.20320114668458697,0.6108349007368088
2008-07-24,0.1519978885352611,0.2675215000659227,0.5804806135594844
2008-07-25,0.1314071142300963,0.35325051974505184,0.5153423602879047
2008-07-26,0.12479015983641144,0.34538924884051087,0.5298205941915513
2008-07-27,0.08634074665606016,0.3385500622913241,0.5751091846823693
2008-07-28,0.07713214598596092,0.28996350247412916,0.6329043424129486
2008-07-29,0.11055240463465447,0.3794100468233228,0.5100375487655401
2008-07-30,0.13582696836441752,0.2576253031939268,0.6065477430820465
2008-07-31,0.09124018177390095,0.20444364041090007,0.7043161740899087
2008-08-01,0.08550063520669933,0.250496566183865,0.6640028050541877
2008-08-02,0.10859934084117409,0.20746251780539748,0.6839381337165833
2008-08-03,0.08939672701060769,0.27732215810567135,0.6332811090350151
2008-08-04,0.06310656554996963,0.29444356650114056,0.6424498692154884
2008-08-05,0.13877460621297355,0.2684184662625193,0.5928069232404232
2008-08-06,0.12062988489866253,0.21533149182796474,0.6640386174619198
2008-08-07,0.10168125689029689,0.27598033942282196,0.6223384100198746
2008-08-08,0.08699475899338717,0.3384539484977722,0.5745512861013412
2008-08-09,0.20987708054482934,0.22226106196641918,0.5678618666529656
2008-08-10,0.10973036024719474,0.2666364479064941,0.6236331824958324
2008-08-11,0.21395760916173454,0.26422435220330953,0.5218180434405804
2008-08-12,0.09613976135849947,0.1786282009258866,0.7252320427447557
2008-08-13,0.1222126296907663,0.266277225241065,0.6115101426839828
2008-08-14,0.14253111764788623,0.21854114960879084,0.6389277306199074
2008-08-15,0.13231933847069738,0.225129541195929,0.6425511220097542
2008-08-16,0.09527753904461857,0.2001553415879607,0.7045671111345291
2008-08-17,0.197712168097496,0.14724367484450337,0.6550441661477089
2008-08-18,0.08459813158959145,0.18697420354932542,0.728427663743496
2008-08-19,0.09671597547829146,0.38364210560917855,0.5196419222652913
2008-08-20,0.14677462965250013,0.22737059077247973,0.6258547687530518
2008-08-21,0.10001740530133243,0.2957428742945194,0.6042397168278694
2008-08-22,0.15455713309347624,0.27025282360613345,0.5751900412142277
2008-08-23,0.11406520582735535,0.2757912545464933,0.6101435413956642
2008-08-24,0.13324897266924376,0.2077896476909518,0.6589613664150238
2008-08-25,0.08791149802505967,0.24840374529361722,0.6636847758293152
2008-08-26,0.13561297558248037,0.2929496187716722,0.5714374044537545
2008-08-27,0.109365434795618,0.22556659214198585,0.6650679647922516
2008-08-28,0.22169715680181976,0.2514099124073982,0.5268929259479046
2008-08-29,0.15178939137607808,0.2726590343564748,0.5755515691637992
2008-08-30,0.15493597645312543,0.3389125491306186,0.5061514787375927
2008-08-31,0.15449981857091186,0.23363612093031402,0.6118640511482955
2008-09-01,0.14787712119519708,0.17260827045887706,0.6795146055519581
2008-09-02,0.21388138104230162,0.2946865272894501,0.49143209427595136
2008-09-03,0.2669780308753252,0.15538791280239816,0.5776340681314468
2008-09-04,0.18958483667423323,0.2228116307330007,0.5876035392284393
2008-09-05,0.12441364794969555,0.1360485556721687,0.7395377945899964
2008-09-06,0.1655564964935183,0.22751340031623837,0.6069300985336303
2008-09-07,0.1172600523382425,0.2280176197364926,0.6547223302721977
2008-09-08,0.13036170899868005,0.27097306717187164,0.5986652326583862
2008-09-09,0.09084815040230748,0.2885251428186893,0.6206267112493515
2008-09-10,0.0948626953363418,0.2322455062717199,0.6728917852044105
2008-09-11,0.15910829253494735,0.24650027140974995,0.5943914380669594
2008-09-12,0.08987746499478812,0.3521652226895094,0.5579573132097722
2008-09-13,0.14493866745382544,0.31461367219686504,0.5404476553201676
2008-09-14,0.09125144198536868,0.35432372223585845,0.5544248349964619
2008-09-15,0.14652190685272212,0.24817856278270478,0.6052995343506337
2008-09-16,0.16163835853338238,0.28830478183925146,0.5500568636506796
2008-09-17,0.10757751807570454,0.35401594236493106,0.5384065276384353
