Close,Predicted_Close
9144.795898200002,8992.967
9054.9378904,8977.954
8868.673827999999,8946.205
8697.351953000001,8891.756
8725.2439452,8796.048
8635.943945199999,8688.913
8516.551952999998,8603.01
8462.709960799999,8530.809
8405.633886599999,8467.375
8149.041894399999,8394.732
8058.863964799999,8273.97
8092.8258788,8143.513
8103.7698242000015,8065.9307
8249.6359376,8063.6724
8504.9859376,8137.38
8525.519922,8276.045
8520.659961199999,8384.26
8543.1041018,8448.589
8473.030078200001,8484.818
8434.306054800001,8493.273
8591.324023600002,8484.544
8645.7720704,8490.446
8679.7179688,8509.061
8717.4878908,8544.771
8716.339844,8570.661
8642.409961000001,8584.585
8688.971875,8590.638
8701.5558594,8600.937
8709.5359374,8624.538
8699.422070199998,8638.911
8690.4541016,8609.702
8589.524218800001,8576.844
8518.352343800001,8546.562
8500.464258,8534.279
8481.428125200002,8539.301
8511.1679688,8541.0205
8582.5478516,8549.163
8695.789843800001,8565.176
8783.257812400001,8608.351
8889.491796600001,8662.008
8909.753906000002,8723.604
8902.9679686,8758.461
8815.8658202,8766.041
8720.081836000001,8744.168
8606.773828200001,8689.669
8492.8617188,8613.583
8386.8677734,8507.928
8323.2757812,8385.551
8218.2998046,8277.322
8174.207812400002,8174.77
8158.739843799999,8111.9336
8131.753808799999,8079.103
8098.715820400002,8064.604
8143.843847599999,8072.117
8173.3139648000015,8104.227
8178.555957,8157.9004
8163.215917799997,8209.795
8127.3599608,8228.433
8108.085937400001,8206.04
8024.3279296,8168.349
8007.1399412,8116.022
8063.085937399999,8061.4624
8129.9099608,8036.0615
8092.013964800002,8048.906
8088.5878906,8034.8423
8062.525879,8009.808
7976.4899414,7976.242
7832.835937600002,7943.2124
7766.1859376,7880.612
7671.4700196,7800.232
7558.052050799999,7704.811
7410.9259766,7575.296
7370.5939452,7433.9185
7313.645996,7322.0815
7256.871972600001,7245.6465
7196.3240233999995,7206.702
7126.026074200001,7149.0464
7001.04209,7063.332
6922.0320314,6973.131
6804.504003999999,6906.7383
6717.305957,6844.007
6674.0579102,6793.1763
6714.151952999999,6755.654
6725.063964599999,6741.361
6840.1879881999985,6760.759
6959.595995999999,6826.002
7093.580078000002,6923.6343
7187.4220702,7019.286
7298.658105400001,7131.388
7344.8060546,7235.3916
7355.686035199999,7314.221
7467.463964799998,7340.3877
7520.317968800001,7382.2915
7572.963965000001,7450.3276
7677.716015799999,7529.9165
7777.276074400001,7626.146
7726.5081058000005,7718.4067
7716.2980472,7763.344
7718.656055000001,7766.2725
7729.3600588,7753.7314
7777.6419924,7751.892
7868.408008,7783.7285
7904.536035400001,7840.2837
7919.6379884,7881.646
7940.697949400001,7903.5815
7948.7419924,7912.523
7937.608008,7921.8813
