Period,MSE,RMSE,MAE,R²,MAPE,Direction Accuracy,MaxAPE,True,Predicted
"('2012-01-01', '2013-12-31')",2256.186302017493,47.49932949018852,35.63565661067416,0.9984974244642242,0.25823494371828154,0.9886363636363636,1.1176071630132234,"[15323.5300782 13923.4279298 12667.9359374 15282.6900392 12668.8599608
 16024.1839842 15337.827734  14918.8779298 15122.6320312 13097.4439454
 15920.3640624 12841.4761718 13499.0837894 13187.2701172 15535.2179686
 15946.0279296 12999.8541012 14642.2478518 12758.361914  13351.5
 12899.5257812 13227.5058594 12646.2160156 15589.5058594 12890.263867
 13437.6499998 15551.6441406 13893.6160158 16147.6119142 13535.5183598
 15700.7919922 12840.3261718 12480.5140626 15549.278125  14777.5458982
 16035.9859374 12697.5279296 12826.140039  15087.7541016 15542.8121094
 12800.4419922 13898.6060546 15234.0480472 15619.9058594 13478.4738282
 12745.0660156 12832.3800782 12720.3078124 14817.171875  15436.4101562
 15838.6638672 13500.9142582 12855.7798828 14975.786328  13012.611914
 13143.2878908 13402.0158204 13158.4242188 13050.6658204 15317.2341798
 15188.1800782 12698.9220702 14471.0421874 13234.6580078 13982.6958984
 15323.3917968 15742.2320312 15127.086133  15419.3738284 13201.2759764
 13248.8837894 13600.8099608 13408.8460938 12496.2562502 15166.4521482
 15999.3798826 12983.5121094 16422.9480468 13136.3960938 15282.7681642
 13203.3199218 12232.258203  13166.9779296 15884.517969  14599.4400392
 13047.4578126 12764.5240232 15322.8800784 13239.2839842]","[15337.703  13956.2    12798.003  15232.014  12736.203  16038.93
 15358.116  14917.726  15117.34   13140.798  15950.341  12845.038
 13526.204  13179.822  15487.055  15929.142  12986.481  14627.171
 12731.577  13340.777  12890.25   13243.581  12611.3    15593.425
 12878.496  13365.2    15539.84   13945.403  16096.206  13527.519
 15652.091  12892.448  12480.694  15569.274  14831.758  16107.975
 12705.094  12938.999  15171.429  15548.224  12899.799  13943.498
 15203.478  15617.417  13495.533  12833.098  12781.53   12738.905
 14848.37   15417.369  15790.573  13506.291  12828.781  14905.993
 12999.576  13177.558  13451.869  13142.036  12966.166  15285.858
 15176.161  12650.6455 14501.059  13264.321  13981.66   15338.107
 15724.517  15106.701  15394.735  13192.782  13282.516  13610.943
 13389.84   12503.513  15191.991  16038.852  13096.5    16450.967
 13104.961  15240.541  13086.286  12368.967  13166.156  15793.042
 14619.818  13061.476  12700.877  15307.903  13172.295 ]"
